"Book H-ID",rec_Title,"Title of book","Author/Editor(s) > H-ID","Author/Editor(s) > RecordTitle","Editor(s) (Author) H-ID","Editor(s) RecordTitle","Editor(s) (Organisation) H-ID","Editor(s) RecordTitle",Year
2054,"<i> </i> . Shah, Abdul Latif Bhittai","Shah Jo Risalo",2055,"Shah, Abdul Latif Bhittai",,,,,
